brand,description,price,product_links
NASHER MILES,,₹919,
SBCOLLECTION,Large 35 L Backpack Backpack/School Bag/College Bag Office Casual Bag Waterproof School Bag,₹292,https://www.flipkart.com/sbcollection-backpack-school-bag-college-bag-office-casual-waterproof-school-35-l-backpack/p/itm33767d48bfdcb?pid=BKPH5VWJQZYQJVGE&lid=LSTBKPH5VWJQZYQJVGE9JRY7K&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_2&otracker=search&otracker1=search&iid=en_Ty0samZyy4Hq-zsxqo6b5uLBnYd4sgzSWlKKNjwDGSjABddKyK8qnZMKNGrwm9aZrNGfPbLrVY7BbONnzscNFg%3D%3D&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
Bellveen,Small 10 L Backpack New Sling Bag Anti-Theft USB Crossbody Backpack Waterproof Chest Shoulder Bag,₹320,https://www.flipkart.com/bellveen-new-sling-bag-anti-theft-usb-crossbody-backpack-waterproof-chest-shoulder-10-l/p/itm561de32162215?pid=BKPH5Z4D94NPUKAY&lid=LSTBKPH5Z4D94NPUKAYUPBVH3&marketplace=FLIPKART&q=bag&store=search.flipkart.com&spotlightTagId=default_BestsellerId_reh%2F4d7%2Fak9&srno=s_1_3&otracker=search&otracker1=search&iid=d3391069-7342-4efd-955d-f4d27969ad19.BKPH5Z4D94NPUKAY.SEARCH&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
PROVOGUE,,₹219,
Mi,,₹279,
Luzian,Medium 22 L Backpack Casual School Design Tuition College Office Shoulder For Unisex,₹227,https://www.flipkart.com/luzian-casual-school-design-tuition-college-office-shoulder-unisex-22-l-backpack/p/itmeedb7b2edc7be?pid=BKPGZ8Y6FGZAGP7W&lid=LSTBKPGZ8Y6FGZAGP7WF2SAWO&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_6&otracker=search&otracker1=search&iid=en_Ty0samZyy4Hq-zsxqo6b5uLBnYd4sgzSWlKKNjwDGSjP_Kfy97ytjnjlkSbt_nY1Eprag46tGKuO4_t7-8MYPg%3D%3D&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
SKYBAGS,,₹668,
SKYBAGS,,₹399,
PROVOGUE,,₹219,
ICHIEF,,₹395,
PROVOGUE,,₹219,
NASHER MILES,,₹909,
MYSASHOP,,₹371,
ICHIEF,,₹395,
K.B.SALES,,₹358,
K.B.SALES,,₹362,
NASHER MILES,,"₹1,509",
markway,Large 35 L Laptop Backpack spacy comfortable 4th to 10th class casual college Waterproof School Bag,₹264,https://www.flipkart.com/markway-spacy-comfortable-4th-10th-class-casual-college-waterproof-school-bag-35-l-backpack/p/itm254945957396d?pid=BKPGPPRDZGR5CTXE&lid=LSTBKPGPPRDZGR5CTXEGEFK3R&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_18&otracker=search&otracker1=search&iid=en_Ty0samZyy4Hq-zsxqo6b5uLBnYd4sgzSWlKKNjwDGShrwHcMw5H3NsJzrwceAyK5Yxb7X2-fZbOafDuJb9Ia1A%3D%3D&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
Gear,,₹659,
Gear,,₹659,
NASHER MILES,,₹869,
markway,Large 35 L Backpack /School Bag/College Office Casual Waterproof School,₹285,https://www.flipkart.com/markway-school-bag-college-office-casual-waterproof-school-35-l-backpack/p/itm99496768698ff?pid=BKPGSFTZEGUZX9SC&lid=LSTBKPGSFTZEGUZX9SCCCCWJG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_22&otracker=search&otracker1=search&iid=en_Ty0samZyy4Hq-zsxqo6b5uLBnYd4sgzSWlKKNjwDGSgjLYbjxUfF6ejjTnHPhqFnArslFHS3r3piWO5yO3EFHA%3D%3D&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
Daawat,Rozana Super Basmati Rice (Medium Grain),₹495,https://www.flipkart.com/daawat-rozana-super-basmati-rice-medium-grain/p/itm896102b1273b2?pid=RICEUC2Y2FPTSNU9&lid=LSTRICEUC2Y2FPTSNU9IVPFRD&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_23&otracker=search&otracker1=search&iid=d3391069-7342-4efd-955d-f4d27969ad19.RICEUC2Y2FPTSNU9.SEARCH&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
markway,Large 35 L Laptop Backpack Water Resistant(Blue) Waterproof School Bag,₹302,https://www.flipkart.com/markway-water-resistant-blue-waterproof-school-bag-35-l-backpack/p/itm16b9f9249ead4?pid=BKPH6GTSUZY9RUZE&lid=LSTBKPH6GTSUZY9RUZEJ7SGHY&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_24&otracker=search&otracker1=search&iid=d3391069-7342-4efd-955d-f4d27969ad19.BKPH6GTSUZY9RUZE.SEARCH&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
LUHI,,₹330,
PROVOGUE,,₹219,
SWISS MILITARY,,"₹1,499",
SBCOLLECTION,,₹411,
SKYBAGS,,₹399,
WROGN,,₹789,
PLEXY,,₹471,
SBCOLLECTION,Medium 30 L Laptop Backpack Reflective Strip Waterproof Office/School/College/Business/Travel Bag Unisex,₹272,https://www.flipkart.com/sbcollection-reflective-strip-waterproof-office-school-college-business-travel-bag-unisex-30-l-backpack/p/itm49ebf73d3a368?pid=BKPGW3MDMBEXCUHJ&lid=LSTBKPGW3MDMBEXCUHJAUKJ1E&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_32&otracker=search&otracker1=search&iid=en_Ty0samZyy4Hq-zsxqo6b5uLBnYd4sgzSWlKKNjwDGShLCYGdQMXX_7xh4_JtedxNkqXcK_Gf2UF3mdDMXmrv7g%3D%3D&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
WEIRVI,1.5 L Backpack Multifunction Anti-Theft Sacgear Sling Bag,₹321,https://www.flipkart.com/weirvi-multifunction-anti-theft-sacgear-sling-bag-1-5-l-backpack/p/itme9741221be353?pid=BKPGXM4YZDNBRGGY&lid=LSTBKPGXM4YZDNBRGGYBUGKI6&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_33&otracker=search&otracker1=search&iid=d3391069-7342-4efd-955d-f4d27969ad19.BKPGXM4YZDNBRGGY.SEARCH&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
MYSASHOP,,₹379,
LUHI,,₹357,
HOPZ,Black Men & Women Sling Bag Sling Chest Bag For Men & Women Waterproof Sling Backpack Bag with USB Charging,₹344,https://www.flipkart.com/hopz-black-sling-bag-chest-men-women-waterproof-backpack-usb-charging/p/itm65d28a0217de4?pid=SLBGQJHVF5H8TXJZ&lid=LSTSLBGQJHVF5H8TXJZQNCC7V&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_36&otracker=search&otracker1=search&iid=d3391069-7342-4efd-955d-f4d27969ad19.SLBGQJHVF5H8TXJZ.SEARCH&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
markway,Large 35 L Laptop Backpack Laptop Water Resistant () Waterproof School Bag,₹301,https://www.flipkart.com/markway-laptop-water-resistant-waterproof-school-bag-35-l-backpack/p/itm794ecbef95dc3?pid=BKPH6GTSN8HRQR5Y&lid=LSTBKPH6GTSN8HRQR5YX7NOL7&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_37&otracker=search&otracker1=search&iid=en_Ty0samZyy4Hq-zsxqo6b5uLBnYd4sgzSWlKKNjwDGShMF3grYP23Sv4BcrXNJ3ijGTwMYuC53Aa-D7mCYYLYZg%3D%3D&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
markway,Large 35 L Backpack School /College Office Casual Waterproof,₹279,https://www.flipkart.com/markway-school-college-office-casual-waterproof-35-l-backpack/p/itm22fba92920e5e?pid=BKPGSFTZEYNUWQTH&lid=LSTBKPGSFTZEYNUWQTHFQ3MRG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_38&otracker=search&otracker1=search&iid=en_Ty0samZyy4Hq-zsxqo6b5uLBnYd4sgzSWlKKNjwDGSgSg93jSsFZzw-zOOzQDdRA2HG1kUOC2i1MYqeDKU5aXg%3D%3D&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
Woons,Grey Men Sling Bag Cross body Men’s Sling Messenger Bag for Travel / Office / Business,₹153,https://www.flipkart.com/woons-grey-sling-bag-cross-body-mens-messenger-travel-office-business/p/itmb665f7dfbb9db?pid=SLBHFE3ZYXFFKFPG&lid=LSTSLBHFE3ZYXFFKFPGFPQRND&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_1_39&otracker=search&otracker1=search&iid=d3391069-7342-4efd-955d-f4d27969ad19.SLBHFE3ZYXFFKFPG.SEARCH&ssid=vk9ex0q4q80000001758308727422&qH=4a82715423d654d6
ICHIEF,,₹298,
NASHER MILES,,₹919,
SBCOLLECTION,Large 35 L Backpack Backpack/School Bag/College Bag Office Casual Bag Waterproof School Bag,₹292,https://www.flipkart.com/sbcollection-backpack-school-bag-college-bag-office-casual-waterproof-school-35-l-backpack/p/itm33767d48bfdcb?pid=BKPH5VWJQZYQJVGE&lid=LSTBKPH5VWJQZYQJVGE9JRY7K&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_42&otracker=search&otracker1=search&iid=en_ljUQexHDyU66BBwwqkoH8kqziChWV2BBF5_8sTrZM71KvgI4MCixb3oQ6W96Ni0zrNGfPbLrVY7BbONnzscNFg%3D%3D&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
MODISH,"45 L Gym Duffel Bag - Gym bag 45L travel large capacity portable foldable bag, carry luggage - Multicolor",₹494,https://www.flipkart.com/modish-expandable-gym-bag-45l-travel-large-capacity-portable-foldable-bag-carry-luggage-duffel/p/itm825d9857affd5?pid=DFBH8VVWADFDEGUK&lid=LSTDFBH8VVWADFDEGUK6GU7D4&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_43&otracker=search&otracker1=search&iid=e4268cbf-7b3d-4933-917c-ac136e283a8d.DFBH8VVWADFDEGUK.SEARCH&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
,,₹226,
PROVOGUE,,₹219,
markway,Large 35 L Laptop Backpack Laptop Water Resistant () Waterproof School Bag,₹299,https://www.flipkart.com/markway-laptop-water-resistant-waterproof-school-bag-35-l-backpack/p/itmb37711982dac7?pid=BKPH6GTSAMGUBHH7&lid=LSTBKPH6GTSAMGUBHH7LYSWAW&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_46&otracker=search&otracker1=search&iid=e4268cbf-7b3d-4933-917c-ac136e283a8d.BKPH6GTSAMGUBHH7.SEARCH&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
Luzian,Medium 22 L Backpack Casual School Design Tuition College Office Shoulder For Unisex,₹227,https://www.flipkart.com/luzian-casual-school-design-tuition-college-office-shoulder-unisex-22-l-backpack/p/itmeedb7b2edc7be?pid=BKPGZ8Y6FGZAGP7W&lid=LSTBKPGZ8Y6FGZAGP7WF2SAWO&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_47&otracker=search&otracker1=search&iid=en_ljUQexHDyU66BBwwqkoH8kqziChWV2BBF5_8sTrZM70jCV6avrNGCcSKsldn2cDo-aAB3YL6_mdNKMsbnPf9Sg%3D%3D&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
NASHER MILES,,₹909,
PUMA,,₹549,
STOIC,,₹349,
NASHER MILES,,"₹1,509",
markway,Large 35 L Laptop Backpack spacy comfortable 4th to 10th class casual college Waterproof School Bag,₹264,https://www.flipkart.com/markway-spacy-comfortable-4th-10th-class-casual-college-waterproof-school-bag-35-l-backpack/p/itm254945957396d?pid=BKPGPPRDZGR5CTXE&lid=LSTBKPGPPRDZGR5CTXEGEFK3R&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_52&otracker=search&otracker1=search&iid=en_ljUQexHDyU66BBwwqkoH8kqziChWV2BBF5_8sTrZM701oo8b_bHBsUP1jQtUst_pCfBg-XDaWZZjvHmexSPabg%3D%3D&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
Skyberg,,₹458,
PUMA,,"₹1,189",
Bright Luggage,Green Men & Women Sling Bag - Medium Unisex Polyester Sling & Cross-Body Bag (BL53G),₹169,https://www.flipkart.com/bright-luggage-green-sling-bag-unisex-polyester-cross-body-bl53g/p/itmaf62620d1f190?pid=SLBFZ6CVWZRQPDE6&lid=LSTSLBFZ6CVWZRQPDE6DHQ7FJ&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_55&otracker=search&otracker1=search&iid=e4268cbf-7b3d-4933-917c-ac136e283a8d.SLBFZ6CVWZRQPDE6.SEARCH&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
ZipCraze,"Grey, Brown Men & Women Shoulder Bag Stylish Crossbody Sling Bag with USB Charging Port & Secure Locking System",₹500,https://www.flipkart.com/zipcraze-grey-brown-shoulder-bag-stylish-crossbody-sling-usb-charging-port-secure-locking-system/p/itm6e43346a74d16?pid=SLBHEHJDQC8GGPSH&lid=LSTSLBHEHJDQC8GGPSHWTGTUU&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_56&otracker=search&otracker1=search&iid=e4268cbf-7b3d-4933-917c-ac136e283a8d.SLBHEHJDQC8GGPSH.SEARCH&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
NASHER MILES,,₹869,
markway,Large 35 L Backpack /School Bag/College Office Casual Waterproof School,₹285,https://www.flipkart.com/markway-school-bag-college-office-casual-waterproof-school-35-l-backpack/p/itm99496768698ff?pid=BKPGSFTZEGUZX9SC&lid=LSTBKPGSFTZEGUZX9SCCCCWJG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_58&otracker=search&otracker1=search&iid=en_ljUQexHDyU66BBwwqkoH8kqziChWV2BBF5_8sTrZM711dCeAZzBBSt2F1uMeaI2XE_6l5goJwzkwLxoYgsdM2w%3D%3D&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
ICHIEF,Brown Men Sling Bag Draper Shoulder/Cross Body Bag/Unisex Sling Bag with Padded Tab Compartment,₹469,https://www.flipkart.com/ichief-brown-sling-bag-draper-shoulder-cross-body-bag-unisex-padded-tab-compartment/p/itm25b2a9d8fccd7?pid=SLBGVH6PJYGPMHWS&lid=LSTSLBGVH6PJYGPMHWSIFYPTQ&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_59&otracker=search&otracker1=search&iid=e4268cbf-7b3d-4933-917c-ac136e283a8d.SLBGVH6PJYGPMHWS.SEARCH&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
MYSASHOP,,₹340,
SWISS MILITARY,,"₹1,499",
SBCOLLECTION,,₹411,
STORITE,,₹466,
Elevea,,₹317,
Wildcraft,,₹539,
INDIA GATE,1 Cup Serves 5 Mini Mogra | Aged Rice | Smart Choice Basmati Rice (Polished),₹378,https://www.flipkart.com/india-gate-1-cup-serves-5-mini-mogra-aged-rice-smart-choice-basmati-polished/p/itma9f148e345d31?pid=RICF4W2FZKK5GVT7&lid=LSTRICF4W2FZKK5GVT7S1MGGO&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_66&otracker=search&otracker1=search&iid=e4268cbf-7b3d-4933-917c-ac136e283a8d.RICF4W2FZKK5GVT7.SEARCH&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
PLEXY,,₹471,
SBCOLLECTION,Medium 30 L Laptop Backpack Reflective Strip Waterproof Office/School/College/Business/Travel Bag Unisex,₹272,https://www.flipkart.com/sbcollection-reflective-strip-waterproof-office-school-college-business-travel-bag-unisex-30-l-backpack/p/itm49ebf73d3a368?pid=BKPGW3MDMBEXCUHJ&lid=LSTBKPGW3MDMBEXCUHJAUKJ1E&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_68&otracker=search&otracker1=search&iid=en_ljUQexHDyU66BBwwqkoH8kqziChWV2BBF5_8sTrZM70x-4Rk59tU3b5d_qMsTXdLN8m6aPlpSiBo5S8X7BMG_g%3D%3D&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
PUMA,,₹699,
SBCOLLECTION,,₹388,
markway,Large 35 L Laptop Backpack Laptop Water Resistant () Waterproof School Bag,₹301,https://www.flipkart.com/markway-laptop-water-resistant-waterproof-school-bag-35-l-backpack/p/itm794ecbef95dc3?pid=BKPH6GTSN8HRQR5Y&lid=LSTBKPH6GTSN8HRQR5YX7NOL7&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_71&otracker=search&otracker1=search&iid=en_ljUQexHDyU66BBwwqkoH8kqziChWV2BBF5_8sTrZM70mml4qLoq4SiVX35p3DPul9SSYSYUfavO4JXHJfdkyXw%3D%3D&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
markway,Large 35 L Backpack School /College Office Casual Waterproof,₹279,https://www.flipkart.com/markway-school-college-office-casual-waterproof-35-l-backpack/p/itm22fba92920e5e?pid=BKPGSFTZEYNUWQTH&lid=LSTBKPGSFTZEYNUWQTHFQ3MRG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_72&otracker=search&otracker1=search&iid=en_ljUQexHDyU66BBwwqkoH8kqziChWV2BBF5_8sTrZM738S3KUOumEFb0y7GJ9u7VXEHcCTrnB5mx0oQZ49t4UHA%3D%3D&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
Skyberg,,₹458,
Wildcraft,,₹999,
worng,,₹432,
Kidziit,,₹352,
HRX by Hrithik Roshan,,₹789,
markway,Large 35 L Backpack School/College Office Casual Waterproof bag,₹298,https://www.flipkart.com/markway-school-college-office-casual-waterproof-bag-35-l-backpack/p/itm5d272221888ec?pid=BKPGSFTZG6YVZB6F&lid=LSTBKPGSFTZG6YVZB6F0V1GDU&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_2_78&otracker=search&otracker1=search&iid=en_ljUQexHDyU66BBwwqkoH8kqziChWV2BBF5_8sTrZM73mec_bdtcvY5CklQupZhAgqynNfS070csxG0BPTgYD9A%3D%3D&ssid=m3dnrzzfsw0000001758308747915&qH=4a82715423d654d6
LIZIQI,,₹262,
DAHSHA,,₹378,
NASHER MILES,,₹919,
SBCOLLECTION,Large 35 L Backpack Backpack/School Bag/College Bag Office Casual Bag Waterproof School Bag,₹292,https://www.flipkart.com/sbcollection-backpack-school-bag-college-bag-office-casual-waterproof-school-35-l-backpack/p/itm33767d48bfdcb?pid=BKPH5VWJQZYQJVGE&lid=LSTBKPH5VWJQZYQJVGE9JRY7K&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_82&otracker=search&otracker1=search&iid=en_aPFyPPS_AGxHCAphE6Hz5WVTIE3d94MfXXIWasS2K-o2vVdRgXX0rGM0SWJb46tJrNGfPbLrVY7BbONnzscNFg%3D%3D&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
ZipCraze,"Brown Men Messenger Bag - Laptop Bag for Men, PU Leather Expandable Office Bag for Men, 15.6 inches",₹500,https://www.flipkart.com/zipcraze-brown-messenger-bag-laptop-men-pu-leather-expandable-office-15-6-inches/p/itm0d5c1dc914159?pid=SLBHA535MAW37PGD&lid=LSTSLBHA535MAW37PGDOUR689&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_83&otracker=search&otracker1=search&iid=c4755d92-ccd8-41cc-a317-6c2f9d0142e3.SLBHA535MAW37PGD.SEARCH&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
ACEPACK by VERAGE,37 L Gym Duffel Bag - Boxer - Grey,₹279,https://www.flipkart.com/acepack-verage-boxer-gym-duffel-bag/p/itmb4b58dfff304c?pid=DFBH4C94SQB3PBDX&lid=LSTDFBH4C94SQB3PBDXNMFDGL&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_84&otracker=search&otracker1=search&iid=c4755d92-ccd8-41cc-a317-6c2f9d0142e3.DFBH4C94SQB3PBDX.SEARCH&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
MODISH,,₹445,
Unity,From The House of India Gate - Mini Mogra Basmati Rice (Broken Grain),₹590,https://www.flipkart.com/unity-house-india-gate-mini-mogra-basmati-rice-broken-grain/p/itm96a1f88b0009b?pid=RICGFJGUZ3YWG7WM&lid=LSTRICGFJGUZ3YWG7WMTQ0YYB&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_86&otracker=search&otracker1=search&iid=c4755d92-ccd8-41cc-a317-6c2f9d0142e3.RICGFJGUZ3YWG7WM.SEARCH&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
Luzian,Medium 22 L Backpack Casual School Design Tuition College Office Shoulder For Unisex,₹227,https://www.flipkart.com/luzian-casual-school-design-tuition-college-office-shoulder-unisex-22-l-backpack/p/itmeedb7b2edc7be?pid=BKPGZ8Y6FGZAGP7W&lid=LSTBKPGZ8Y6FGZAGP7WF2SAWO&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_87&otracker=search&otracker1=search&iid=en_aPFyPPS_AGxHCAphE6Hz5WVTIE3d94MfXXIWasS2K-rPVx26Nzj-blhgOUEYRVn8kskQEe18VY8O4odwcXcvlQ%3D%3D&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
PROVOGUE,,₹219,
elecrae,Small 20 L Laptop Backpack Light weight back pack for office and school bags,"₹2,999",https://www.flipkart.com/elecrae-light-weight-back-pack-office-school-bags-20-l-backpack/p/itm7e6730d4838c0?pid=BKPGUHUBKUBGAC6Y&lid=LSTBKPGUHUBKUBGAC6Y7U4M4N&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_89&otracker=search&otracker1=search&iid=c4755d92-ccd8-41cc-a317-6c2f9d0142e3.BKPGUHUBKUBGAC6Y.SEARCH&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
PUMA,,₹669,
NASHER MILES,,₹909,
NASHER MILES,,"₹1,509",
HP,,₹419,
PUMA,,₹549,
SKYBAGS,,₹399,
crafty craft,,₹159,
markway,Large 35 L Laptop Backpack spacy comfortable 4th to 10th class casual college Waterproof School Bag,₹264,https://www.flipkart.com/markway-spacy-comfortable-4th-10th-class-casual-college-waterproof-school-bag-35-l-backpack/p/itm254945957396d?pid=BKPGPPRDZGR5CTXE&lid=LSTBKPGPPRDZGR5CTXEGEFK3R&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_97&otracker=search&otracker1=search&iid=en_aPFyPPS_AGxHCAphE6Hz5WVTIE3d94MfXXIWasS2K-rwI_mYJ8PMXmFcAqaOKBitROHuuZi0fUGdG2U0bppC0Q%3D%3D&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
NASHER MILES,,₹869,
Straplt,,₹218,
Kidsvelly,,₹398,
markway,Large 35 L Backpack /School Bag/College Office Casual Waterproof School,₹285,https://www.flipkart.com/markway-school-bag-college-office-casual-waterproof-school-35-l-backpack/p/itm99496768698ff?pid=BKPGSFTZEGUZX9SC&lid=LSTBKPGSFTZEGUZX9SCCCCWJG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_101&otracker=search&otracker1=search&iid=en_aPFyPPS_AGxHCAphE6Hz5WVTIE3d94MfXXIWasS2K-qB5r4sbLsenHo-CJwN3R_XE_6l5goJwzkwLxoYgsdM2w%3D%3D&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
SWISS MILITARY,,"₹1,499",
ZipCraze,,₹500,
NAVRANGI,,₹350,
MUSCLEBLAZE,,₹449,
MSY STYLE,,₹324,
SBCOLLECTION,,₹411,
PLEXY,,₹471,
INDIA GATE,"1 Cup Serves 5 Mogra | Aged Rice | Smart Choice Basmati Rice (Broken Grain, Polished)",₹460,https://www.flipkart.com/india-gate-1-cup-serves-5-mogra-aged-rice-smart-choice-basmati-broken-grain-polished/p/itm61dd444cd7858?pid=RICEUC2YJAGMXRYF&lid=LSTRICEUC2YJAGMXRYFYGV9C9&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_109&otracker=search&otracker1=search&iid=c4755d92-ccd8-41cc-a317-6c2f9d0142e3.RICEUC2YJAGMXRYF.SEARCH&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
Roadster,,₹549,
markway,Large 35 L Laptop Backpack Laptop Water Resistant () Waterproof School Bag,₹301,https://www.flipkart.com/markway-laptop-water-resistant-waterproof-school-bag-35-l-backpack/p/itm794ecbef95dc3?pid=BKPH6GTSN8HRQR5Y&lid=LSTBKPH6GTSN8HRQR5YX7NOL7&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_111&otracker=search&otracker1=search&iid=en_aPFyPPS_AGxHCAphE6Hz5WVTIE3d94MfXXIWasS2K-qQpthzzr0UQG3Uy6hDNwzaneuIKAoHKaHNqY_6VcXxWw%3D%3D&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
markway,Large 35 L Backpack School /College Office Casual Waterproof,₹279,https://www.flipkart.com/markway-school-college-office-casual-waterproof-35-l-backpack/p/itm22fba92920e5e?pid=BKPGSFTZEYNUWQTH&lid=LSTBKPGSFTZEYNUWQTHFQ3MRG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_112&otracker=search&otracker1=search&iid=en_aPFyPPS_AGxHCAphE6Hz5WVTIE3d94MfXXIWasS2K-rCEmVXSteAZIXjKiONfc1hIdom9fwcbTQsPQWtz6gqcg%3D%3D&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
PROVOGUE,,₹659,
SAFARI,,₹349,
HUNTER,,₹398,
Gear,,₹246,
SBCOLLECTION,Medium 30 L Laptop Backpack Reflective Strip Waterproof Office/School/College/Business/Travel Bag Unisex,₹272,https://www.flipkart.com/sbcollection-reflective-strip-waterproof-office-school-college-business-travel-bag-unisex-30-l-backpack/p/itm49ebf73d3a368?pid=BKPGW3MDMBEXCUHJ&lid=LSTBKPGW3MDMBEXCUHJAUKJ1E&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_3_117&otracker=search&otracker1=search&iid=en_aPFyPPS_AGxHCAphE6Hz5WVTIE3d94MfXXIWasS2K-oEqv5XUwXEJnudweA5B5uMCCRaqLBHv3iAsRiiKIZ4dg%3D%3D&ssid=rmxoy2mvvk0000001758308755093&qH=4a82715423d654d6
HRX by Hrithik Roshan,,₹789,
SAFARI,,"₹1,299",
